gene	Oocyte	Sperm	Zygote	Two-cell	Four-cell	Eight-cell	Morula	Blast
Tspyl2	0.508877975066113	0.366013071895425	0.3458892798	0.1886604842	0.2493522143	0.2392425531	0.2513910375	0.1355552404
Gpr173	0.423088023088023	0.545313107740179	0.1285088407	0.1261025114	0.1290773491	0.09514009157	0.1032271638	0.05196663875
Cldn34a	0.437355524734166	0.703034682080925	0.219937677	0.1495096091	0.1234914339	0.1318117509	0.1523828305	0.1012413118
Shroom2	0.75651547077742	0.867447657028913	0.4358721087	0.2618576568	0.4469099141	0.3709404574	0.378200672	0.1767515848
Gpr143	0.696929679762298	0.656329292359741	0.3944742786	0.2890127982	0.4224115773	0.3410788161	0.332274077	0.1602752429
Usp51	0.221945137157107	0.0984042553191489	0.03121746437	0.01971727083	0.01733702913	0.01532653564	0.0182780202	0.004257571667
Mageh1	0.090506329113924	0.0159760359460809	0.01504065854	0.003515388462	0.004540416279	0.02916666591	0.0040404	0.01048022632
Foxr2	0.349351639969489	0.651174168297456	0.1140873	0.08608344815	0.1090547313	0.1382882973	0.15223776	0.1497805576
Rragb	0.443697478991597	0.688918305597579	0.2301303604	0.1870208826	0.2600731241	0.2337771152	0.1917850591	0.1548450796
Klf8	0.818063024576569	0.841536298119177	0.5305786202	0.3297909052	0.5164316736	0.4806590134	0.435445894	0.1813330224
Ubqln2	0.321439371031146	0.349492069149884	0.1609709646	0.05845874659	0.1020819171	0.0741302328	0.06302186557	0.06800553288
Cypt3	0.275308641975309	0.032293986636971	0.03921570588	0	0.01221719231	0.008928571429	0.14	0.03862433333
Kctd12b	0.392681210415201	0.808136338647609	0.1500000289	0.2172450526	0.1555553226	0.2553880862	0.1738506034	0.1429709071
Nbdy	0.759682224428997	0.784210526315789	0.4286943209	0.4132702628	0.5136916198	0.4556410225	0.3469928482	0.2346435955
Spin2c	0.231907894736842	0.0679012345679012	0.0016447375	0.006981547619	0.02678571429	0.005555564103	0.03861002703	0.008976032
Samt1	0.635838150289017	0.468599033816425	0.4196732933	0.285149196	0.4710782026	0.5073147946	0.4137122247	0.2233275927
Samt1b	0.883720930232558	0.5625	0.3137585236	0.2961581512	0.3889003	0.56378826	0.3908185461	0.2216988687
Samt1c	0.818181818181818	0.58695652173913	0.3873245013	0.3855794327	0.4065037026	0.5564986667	0.4236358267	0.1740529422
Samt1d	0.737068965517241	0.463815789473684	0.3693695595	0.3216370608	0.4197479615	0.5389220241	0.40060405	0.1971817978
Samt2b	0.696850393700787	0.537254901960784	0.625	0.347222	0.6303455	0.4021977692	0.15555556	0.1819048
Samt2	0.812080536912752	0.647727272727273	0.4488636375	0.69642865	0.6416666875	0.5641534417	0.5011905	0.4531169
Cldn34b1	0.569277108433735	0.75625	0.3079365	0.4069445	0.5278244706	0.3279547533	0.5288889333	0.1870286667
Magea6	0.482421875	0.842150910667823	0.3367524884	0.3053420742	0.1839742	0.2670037561	0.2472826304	0.1633667839
Magea3	0.461538461538462	1	0	0.0357143	0.454545	0	0.2	0.133333
Magea8	0.586069651741294	0.546273546273546	0.1578488279	0.2779490842	0.2567175045	0.2596308366	0.1809006889	0.1729533187
Magea2	0.676470588235294	0.679620483493631	0.3998447868	0.2922409198	0.3790374878	0.3513100379	0.3208937749	0.1681448034
Magea5	0.55316091954023	0.604830917874396	0.2226007703	0.1303518619	0.2094916886	0.2987973537	0.1306744545	0.06499271176
Cldn34b2	0.85952380952381	0.580498866213152	0.8470086	0.390625	0.6440476111	0.8432858235	0.6060818786	0.35542925
Sat1	0.470644850818094	0.265480427046263	0.2099037447	0.106471125	0.1347666873	0.1618732268	0.1038761537	0.0926462625
Acot9	0.787397540983607	0.784646878198567	0.4742313543	0.3310527153	0.4621895082	0.4282405044	0.406784395	0.169956681
Prdx4	0.471624773257321	0.270666131621188	0.2445738089	0.1245051896	0.253630723	0.2657598083	0.1794305389	0.08485371136
Ptchd1	0.32777607831141	0.518880041099409	0.130732626	0.1418965542	0.1940536638	0.1769092597	0.150652493	0.06066411938
Gm15155	0.689626783754116	0.740437266883581	0.4248685788	0.2985440608	0.4353797689	0.4420668181	0.3898809444	0.1886571412
Phex	0.45430669714508	0.862247521116416	0.235153523	0.2286355559	0.2443536406	0.218879424	0.2036166725	0.1414832154
Sms	0.608442647203866	0.550825298251348	0.3151391874	0.2137910036	0.2550631299	0.2740186601	0.2414074409	0.09449808211
Mbtps2	0.803661448660122	0.560028248587571	0.4197147154	0.273075499	0.3804338613	0.3443887558	0.3057438735	0.129760741
Yy2	0.923545331529093	0.22958500669344	0.4006774765	0.2248171182	0.6481124667	0.5046211478	0.44432569	0.08570645862
Smpx	0.38452787258248	0.825035360678925	0.2370511853	0.2094534129	0.1689152101	0.1521685788	0.1587388826	0.1042465309
Klhl34	0.346853874154966	0.0481220657276995	0.02149615821	0.04847221795	0.03982875312	0.02658463333	0.04575253235	0.05830665143
Cnksr2	0.431434391221499	0.785908860058174	0.2658000816	0.2282773814	0.2273742312	0.226647648	0.2262239027	0.1287359043
Rps6ka3	0.549311926605505	0.665977710233029	0.3190930216	0.22054333	0.3178554141	0.2924377713	0.2675248862	0.1526143113
Eif1ax	0.731696527316965	0.630720673329826	0.3913686798	0.2736880275	0.3934823706	0.3346952661	0.2696413034	0.2058930878
Map7d2	0.529517453798768	0.737233054781801	0.2547301697	0.2012217151	0.2346801123	0.1985049184	0.1968844801	0.1277017993
Bclaf3	0.666917293233083	0.591768164636707	0.3853582876	0.2442426395	0.3832290792	0.3563693211	0.2960083931	0.15057684
Sh3kbp1	0.778977711014575	0.91445224820795	0.4791816591	0.3092527981	0.4274383727	0.3981687626	0.3618035906	0.1903361765
Map3k15	0.812831644958997	0.78057279756071	0.4276109698	0.3377933972	0.4722270218	0.4283780949	0.4064455071	0.1762412183
Pdha1	0.699499165275459	0.588594704684318	0.3050199537	0.1985888716	0.2908325953	0.2863030524	0.2302427677	0.08632880097
Adgrg2	0.392445754085186	0.835095567303782	0.1378067996	0.1679767916	0.1597662956	0.1814779733	0.1640418336	0.134572817
Phka2	0.804886660546572	0.872651897914238	0.4769831831	0.2879862922	0.4371976778	0.4399191611	0.3793754436	0.1765587165
Ppef1	0.847198820556024	0.943756917194889	0.5546955934	0.3927981665	0.5186156307	0.5354227503	0.48307738	0.2126686847
Rs1	0.443673251468233	0.960629921259842	0.2054661011	0.2009027314	0.1856305408	0.1728587714	0.1265438005	0.144235532
Cdkl5	0.677724296431204	0.869024443002379	0.3825871122	0.2906676884	0.3574530214	0.3370182013	0.315736091	0.1726630914
Gja6	0.634824667472793	0.949514563106796	0.3669282107	0.3678236778	0.3114055263	0.2560695294	0.2290261486	0.066219075
Scml2	0.880811496196112	0.816521945997383	0.4861125762	0.3187659995	0.5550403499	0.521427813	0.4532764947	0.2203752874
Gm15262	0.897294046903187	0.711785037350875	0.5449123364	0.3162231776	0.5726095974	0.60219489	0.4545712065	0.2793175248
Rai2	0.332427914751358	0.584989122552574	0.1281239257	0.111397682	0.1294688594	0.1471104415	0.08404329034	0.06626901988
Nhs	0.484315753188556	0.760736457181733	0.2091208654	0.1998199687	0.2599266626	0.2654808216	0.2003739933	0.1402579946
Reps2	0.790493573065124	0.880704833918444	0.5055453031	0.352928097	0.4762524314	0.4464133462	0.4246906717	0.183573271
Rbbp7	0.394982078853047	0.281755625813651	0.2256966693	0.1523379023	0.1980615298	0.2026507886	0.204188113	0.07907329687
Txlng	0.81548800977547	0.726439972241499	0.4511540115	0.3017858887	0.4182540849	0.3734547817	0.3210533432	0.141755854
Syap1	0.653486700215672	0.650681783361422	0.3361798278	0.1804878054	0.1929716552	0.1223098801	0.1198774242	0.096719272
Ctps2	0.859593477775296	0.896825734075553	0.5021905839	0.3155001664	0.4670315058	0.4519283384	0.4327967409	0.2289284548
S100g	0.895915678524374	0.958520179372197	0.5064550176	0.2661695727	0.5356625973	0.5000346231	0.5996925946	0.2729278053
Grpr	0.593719332679097	0.87353515625	0.2998908974	0.3928375368	0.4264391714	0.3543940411	0.3597256786	0.1971117971
Rnf138rt1	0.158783783783784	0.00954519932622122	0.005	0.01834091818	0.02417395306	0.0161442	0.001818182	0.006270559259
Ap1s2	0.45124938755512	0.397482357428953	0.1481186654	0.115266369	0.1838789952	0.1602235639	0.1892119293	0.1349326488
Zrsr2	0.610413198123203	0.444154057771664	0.4117120925	0.2371333667	0.3491739647	0.3404647301	0.3155654851	0.1538957427
Car5b	0.424403183023873	0.927813411078717	0.1616426639	0.1794072627	0.1560814721	0.1564848862	0.1632700256	0.1047056743
Siah1b	0.427493713327745	0.296476306196841	0.3273692954	0.1778194702	0.2503068653	0.14329978	0.1480892175	0.03768279815
Cltrn	0.577019849035505	0.948352188883424	0.2804528278	0.2591559833	0.2486496559	0.2804012461	0.2416864579	0.08192720886
Ace2	0.442089802769618	0.950692877860135	0.322182879	0.2624275956	0.2305072033	0.2059478595	0.2079316486	0.1341020238
Bmx	0.521073825503356	0.890945584299732	0.2806375965	0.2124584062	0.248442813	0.2175069016	0.1859066713	0.135386222
Pir	0.792627074104662	0.908157099697885	0.4979995243	0.3575573432	0.4879192243	0.4910047026	0.4386721758	0.2214571214
Vegfd	0.445671267252196	0.781395348837209	0.2343217943	0.2150085673	0.2915110139	0.2402663848	0.1828407804	0.1569915605
Piga	0.766201395812562	0.766636690647482	0.4426463686	0.4415853578	0.4860097943	0.5234562461	0.4155796026	0.1788962295
Asb11	0.464677737123558	0.758473716257357	0.1871506682	0.1416204552	0.2038884793	0.1806739515	0.1932339577	0.125858678
Asb9	0.419691695673794	0.925235370131069	0.2145595863	0.2098233258	0.1781597753	0.2108983076	0.1772127455	0.1132410638
Mospd2	0.836022183009831	0.768646624362842	0.4556544618	0.2624664239	0.5091455368	0.466929227	0.3948301686	0.2007212015
Fancb	0.767523364485981	0.6606455433817	0.5503741123	0.3687894	0.5135371117	0.4451989642	0.4304765214	0.2344997129
Glra2	0.50115149694603	0.857050765511684	0.3173758965	0.2637790296	0.3583071093	0.352448409	0.2896091893	0.1705853585
Cypt1	0.7	0.0436507936507936	0.4329828857	0.0520513	0.05263157895	0.364894125	0.08740079167	0.19308642
Gemin8	0.847495437031028	0.890301765040805	0.4899446233	0.2263731562	0.4741945041	0.4191583188	0.4050968282	0.213136594
Maoa	0.807195338231568	0.878563885955649	0.4389823853	0.3193283806	0.5074395882	0.4629314191	0.4425086273	0.2195646243
Gpm6b	0.474277189011215	0.792725988700565	0.2449888366	0.168833669	0.2248693361	0.2018730035	0.1841813784	0.1056410469
Ofd1	0.685148514851485	0.726464148877942	0.4098306259	0.2662132252	0.4012036542	0.4221058829	0.3725045982	0.1678860063
Trappc2	0.459386036403151	0.403536553180259	0.302207669	0.1159087746	0.2656227608	0.2018756171	0.2500464348	0.07457386735
Rab9	0.553357428190983	0.697250745279894	0.2920215005	0.1762556933	0.2875144298	0.2019883326	0.2501063379	0.09854208396
Tceanc	0.448727099690697	0.420636451301832	0.2015780333	0.1229095948	0.1183323656	0.1268006759	0.1212035235	0.08081141429
Egfl6	0.516058394160584	0.846373550285615	0.2110746	0.2005684613	0.2121987532	0.2280353824	0.1757264343	0.1565701411
Maob	0.746194129825843	0.836361597128757	0.5088720134	0.3399953328	0.4819253892	0.478075967	0.396281518	0.1951150574
Tmsb4x	0.188090737240076	0.0317060895822849	0.0337837973	0.05523134348	0.0259159322	0.02314815278	0.0055	0.02378357407
Tlr8	0.649444918872758	0.924691769410197	0.4529703556	0.2465170095	0.5041598896	0.4230532301	0.3643055787	0.2437316562
Tlr7	0.462025316455696	0.950977531368544	0.3018712444	0.2555000348	0.2299419771	0.2807525327	0.2527198324	0.1390663022
Prps2	0.357931726907631	0.602318548387097	0.1180531836	0.1509792257	0.2042735774	0.20868829	0.1460882245	0.07865235126
Frmpd4	0.771237045002173	0.905210739771035	0.5079635179	0.3580374031	0.5268300356	0.5117573335	0.4527218196	0.2222757994
Msl3	0.633971291866029	0.52546045503792	0.4295973586	0.2058592638	0.3765846078	0.3156155498	0.3298332385	0.137308963
Arhgap6	0.500037170115227	0.795512375665047	0.3143951633	0.2551865409	0.3562953367	0.3386770898	0.3065260758	0.1704416148
Ndp	0.303837118245889	0.697140957446808	0.1501055197	0.2033073896	0.1624588151	0.144667359	0.1676854313	0.09446407273
Amelx	0.46980854197349	0.931034482758621	0.1606648211	0.158638875	0.3075065833	0.3584490708	0.2471778	0.1237203
Hccs	0.56882008534286	0.633217110298495	0.4004852579	0.2032061303	0.4377550106	0.4014670176	0.3857396774	0.1971493656
Mid1	0.610450077599586	0.675907441016334	0.2399724434	0.1646043688	0.2340859323	0.2340945251	0.189177306	0.1033293712
4933400A11Rik	0.619834710743802	0.950310559006211	0.2423763571	0.2336700167	0.1262626667	0.2863427133	0.2838203571	0.1831408571
Efhc2	0.85874079035499	0.892333222701626	0.6153707987	0.4084489859	0.6014003162	0.5636792652	0.5225959149	0.2379902786
Fundc1	0.659335517080019	0.558755225267069	0.3447204765	0.3054803	0.4390525989	0.3847268583	0.2903804059	0.1332271282
Dusp21	0.416116248348745	0.0696969696969697	0	0.01143791	0.0578869	0.047439025	0	0.01360544286
Kdm6a	0.607440890125174	0.549862222805406	0.4148146837	0.269583281	0.4264192332	0.3995357809	0.3294613597	0.1424110522
Dipk2b	0.651627016680339	0.825742574257426	0.4236573414	0.2365812125	0.3337142321	0.3715260827	0.2760506811	0.1141261269
Tex13c3	0.746794871794872	0.253048780487805	0.4273692941	0.1549604	0.3175482684	0.4374801053	0.19042925	0.1150106429
Chst7	0.347752332485157	0.296946923438234	0.1924433383	0.09983738487	0.1966850379	0.1704981502	0.1119187803	0.05817595238
Slc9a7	0.614800759013283	0.851500865884164	0.3686931764	0.234176631	0.3291180723	0.3150099932	0.2605991072	0.1423507977
Rp2	0.49981426448737	0.769413629160063	0.2748820353	0.2808364121	0.2637330099	0.2633333873	0.2430464796	0.09386628762
Jade3	0.753893748666524	0.670496186986234	0.4885205411	0.2853517323	0.4514381609	0.4425717689	0.3729250375	0.1652298706
Rgn	0.874564459930314	0.957841483979764	0.4812246412	0.3748109	0.3600763552	0.3528350617	0.2860609305	0.2077129905
Ndufb11	0.22733744660655	0.199663488502524	0.09281165	0.031498425	0.03230946406	0.04479831746	0.08193942419	0.03455076047
Rbm10	0.80895008605852	0.791640278657378	0.3647131586	0.2009057989	0.3417745797	0.3420068645	0.2543010462	0.1165331797
Uba1	0.630256690333151	0.604637613609881	0.2800842486	0.1833791588	0.2401131331	0.2261006671	0.2179459462	0.1109553694
Cdk16	0.496092223524814	0.493483620993308	0.2233862273	0.1151158798	0.1382443808	0.1507675239	0.1407869582	0.08291350574
Usp11	0.561299852289513	0.439226088313309	0.2777995473	0.1553320239	0.2099590263	0.2226172057	0.1984060348	0.09356629717
Araf	0.504334975369458	0.680121968926964	0.2107294926	0.1463352973	0.1349645429	0.1370655985	0.1269778019	0.07488827734
Syn1	0.483720487433359	0.522813280971082	0.2814291675	0.1815551357	0.2311502462	0.2452825414	0.2492940683	0.1066125646
Timp1	0.650446871896723	0.38560760353021	0.4681578083	0.293836936	0.3400561929	0.3972091333	0.30273	0.05156837647
Cfp	0.889140271493213	0.962078651685393	0.4419392905	0.1971116444	0.5199056951	0.3858176023	0.5399608911	0.1463169321
Elk1	0.85710219185881	0.796111665004985	0.4289208389	0.347493087	0.5474711023	0.3446155913	0.3153464323	0.1458063933
Uxt	0.700676861368764	0.418452515226709	0.3415347685	0.263265219	0.4072963872	0.262080739	0.3133568592	0.1800018174
Zfp182	0.734369938451571	0.646335078534031	0.4072027632	0.2418584581	0.4814623075	0.3808656987	0.4560542671	0.20795285
Spaca5	0.824538258575198	0.855575868372943	0.5759207115	0.3069435896	0.5454247438	0.5278074987	0.5887949587	0.2046840083
Zfp300	0.389561975768872	0.266345492085341	0.2379310345	0.03315507826	0.2413929356	0.3146545383	0.2811819412	0.07292968182
Ssxa1	0.438961038961039	0.863517060367454	0.1701587333	0.1198923333	0.0810877	0.03333335	0.08843538095	0.0553571
Gm21876	0.774647887323944	0.966666666666667	0.6071428667	0.0833333	0.43666666	0.1947222	0.5946465	0.443182
Agtr2	0.316109422492401	0.926165803108808	0.09432233333	0.2621107	0.1642135571	0.3788413185	0.2303030455	0.0766273875
Slc6a14	0.413748378728923	0.822764227642276	0.1674859194	0.3190836636	0.2431759041	0.1437512658	0.127199675	0.02641695833
Gm28269	0.453271028037383	0.954372623574145	0.2492063333	0.1666665	0.30769225	0.1868131429	0.2626041667	0.19405205
Klhl13	0.818058626346195	0.75718954248366	0.553646977	0.3106036065	0.6018972699	0.5579797954	0.4482213773	0.2289901658
Wdr44	0.714750895473787	0.769554689967365	0.5041754816	0.3759324399	0.5112540608	0.4938414886	0.4046579641	0.2024404135
Gm4907	0.812182741116751	0.799770510613884	0.4521835855	0.3606438323	0.5251490058	0.4600515508	0.4951273729	0.1439941688
Gm4985	0.7890625	0.735537190082645	0.6680556667	0.7	0.16666675	0.5416666667	0	0.125
Gm5934	0.84435537742151	0.649226569608735	0.4206706451	0.3053103039	0.4084062388	0.3987583325	0.3313105935	0.2150761128
Gm4297	0.432614555256065	0.324036095159967	0.1745770776	0.2809165615	0.2885627706	0.3041981205	0.1076372253	0.1209618767
Gm5935	0.834558823529412	0.449346405228758	0.2616702466	0.3635105378	0.4196789862	0.4120328172	0.3592220076	0.2027892473
Gm5169	0.694444444444444	0.395424836601307	0.3698347111	0.2881236725	0.3498755032	0.389583653	0.3762455833	0.2279236698
Gm1993	0.527162977867203	0.769230769230769	0.3267581266	0.3648791825	0.3805872562	0.321208381	0.2772922	0.1541031638
Gm5168	0.494661921708185	0.425339366515837	0.2779944795	0.343675525	0.3146020663	0.3246894489	0.2532031	0.1197857111
Gm2012	0.678800856531049	0.578052550231839	0.3719129826	0.227141798	0.4356666493	0.3897226322	0.4112152693	0.2262275375
Gm2030	0.419259259259259	0.271954674220963	0.2170045135	0.2471208057	0.2357638023	0.2512946587	0.2433001279	0.1601768219
Slx	0.433697347893916	0.404975124378109	0.2738233699	0.2781627023	0.2638455169	0.2295545843	0.1865007294	0.1164044439
Gm14525	0.842022116903633	0.618008185538881	0.3983896447	0.3114754658	0.404454417	0.3627458331	0.3231316759	0.2222425009
Gm6121	0.791044776119403	0.517241379310345	0.3774395192	0.312457839	0.3511429448	0.30568993	0.3134665419	0.193396025
Gm10096	0.785714285714286	0.338235294117647	0.2826357528	0.3062610655	0.2964635612	0.3478626477	0.2676913229	0.1877334263
Spin2f	0.529680365296804	0.242677824267782	0.03333333333	0	0.3809523333	0	0.074074	0.14444435
Spin2e	0.5	0.245762711864407	0.1872970833	0.1413200455	0.18701745	0.1154663583	0.06944006667	0.10450823
Btbd35f1	0.803571428571429	0.288888888888889	0.3166733043	0.2681996071	0.2822024261	0.3043921304	0.213147	0.1954164833
Gm14819	0.846153846153846	0.9	0.2763269787	0.2636364189	0.3174667188	0.3448026186	0.326152258	0.1636286981
Dock11	0.783800571452234	0.818306568260208	0.4548767401	0.2897693721	0.4934075421	0.4699992766	0.4069246636	0.2039864885
Il13ra1	0.470445956160242	0.760042407821887	0.2618676128	0.2064257017	0.2666812949	0.2805481776	0.2325956799	0.123023175
Zcchc12	0.206244087038789	0.44234404536862	0.02350427273	0.04905873889	0.05420387031	0.02335699474	0.02880319	0.03223954063
Lonrf3	0.438679245283019	0.391252955082742	0.1901969778	0.1159992188	0.1604759392	0.1444959805	0.1358263621	0.05784110468
Gm6268	0.474865350089767	0.255258669698692	0.078529	0.01301587333	0.07688280851	0.05223076	0.02030946809	0.03468756875
Gm14569	0.600843618184659	0.909752188386142	0.3462154834	0.1979771704	0.2796749137	0.2600057354	0.2466810587	0.1356513086
Pgrmc1	0.332674246169056	0.272344900105152	0.1843430747	0.154776171	0.2109527192	0.1272748245	0.1684922186	0.06965449524
Akap17b	0.663829193413341	0.75249009317768	0.3919308622	0.203940473	0.3982775026	0.3542216252	0.3398889894	0.1539955526
Slc25a43	0.381282495667244	0.747867298578199	0.1223674698	0.1118333838	0.09231016133	0.07782254202	0.04464766941	0.03836710074
Slc25a5	0.361622554660529	0.124860147684046	0.1075319402	0.0396779	0.07237408673	0.1151708444	0.104227751	0.03699425909
C330007P06Rik	0.745347603895478	0.778982828033851	0.4331757887	0.2039274534	0.3487651363	0.2999007754	0.2842602398	0.1388413352
Ube2a	0.447791164658635	0.204271910493304	0.1873077097	0.0956278939	0.1947146941	0.1288423433	0.2155455169	0.06533500723
Nkrf	0.610209923664122	0.487551460497942	0.3343129325	0.2197932694	0.2551299	0.2480454736	0.2690693942	0.09366376023
Septin6	0.72597103357472	0.790456578853937	0.3870194705	0.2176317952	0.3734885011	0.3539622831	0.2835071308	0.1439400345
Sowahd	0.12962962962963	0.00755374782103428	0.0168464625	0.01013414483	0.01259651892	0.01003593846	0.0146551025	0.01264943472
Rpl39	0.200258397932817	0.0848431285903668	0.05239285294	0.00213675	0.03108122857	0.02761206571	0.01331321127	0.007232393182
Upf3b	0.647246438443547	0.55532319391635	0.3942256791	0.1846612571	0.3166018609	0.3213065217	0.2801261757	0.1114877544
Nkap	0.595682041216879	0.504405652535328	0.3523141475	0.1890831602	0.3490472991	0.3991630236	0.3798375431	0.126183476
Akap14	0.896725440806045	0.55528305742898	0.5535472301	0.3029929597	0.462232225	0.4567818136	0.3852277264	0.1788460582
Ndufa1	0.46252129471891	0.329953198127925	0.2780499489	0.09155328571	0.1970566569	0.2208050018	0.1648473339	0.0554542
Rnf113a1	0.136425033768573	0.00885478158205431	0.001058018421	0.004958312766	0.01332650395	0.003681511842	0.005153088158	0.0007722
Gm9	0.40210843373494	0.363433667781494	0.04545454545	0.09956470714	0.04714795455	0.11668544	0.0054945	0.01951388889
Rhox1	0.408802177858439	0.299771167048055	0.06119204211	0.01785639	0.03811888222	0.03863584286	0.02246498824	0.01580966216
Rhox2a	0.471084337349398	0.422825070159027	0.06354840233	0.1644918935	0.1332079565	0.1378303044	0.1062772652	0.08404410741
Rhox3a	0.493150684931507	0.883435582822086	0.1280358726	0.1612043533	0.08425467639	0.1469392959	0.1434999123	0.1132627286
Rhox4a	0.457337883959044	0.0636042402826855	0.1340587957	0.19114756	0.1385166304	0.119071383	0.1008356312	0.08414250435
Rhox2b	0.410821643286573	0.22283356258597	0.2949200447	0.2417931783	0.2124603489	0.2296579375	0.170873	0.1114966217
Rhox4b	0.386473429951691	0.658932714617169	0.1873002324	0.2036105826	0.2415992389	0.1610614737	0.08279464524	0.1182899158
Rhox2c	0.397366382649109	0.592443324937028	0.2739185361	0.2865970099	0.272256072	0.3227531107	0.2831826405	0.1776098095
Rhox3c	0.475918367346939	0.614185110663984	0.2596992134	0.2163119696	0.243713844	0.2768413725	0.2855751443	0.164039513
Rhox4c	0.402420574886536	0.73015873015873	0.1467975692	0.2921516684	0.282588	0.2433914778	0.1769509618	0.1256414952
Rhox2d	0.418604651162791	0.344867358708189	0.08785480667	0.2088428462	0.1635057586	0.1071074767	0.1541666875	0.06880454667
Rhox4d	0.448695652173913	0.355044699872286	0.1354350681	0.1683797042	0.2095705294	0.1265399375	0.121038	0.0645797975
Rhox2e	0.550094517958412	0.54978354978355	0.3092376154	0.2450280695	0.3306885897	0.3395245866	0.2710734884	0.1535738816
Rhox3e	0.404699738903394	0.77728285077951	0.1590023944	0.1646091575	0.1145625814	0.1662829571	0.1008909015	0.1083017189
Rhox4e	0.44137022397892	0.368686868686869	0.294485478	0.1767833438	0.1384408	0.1646587023	0.078414594	0.1077928565
Rhox2f	0.56682769726248	0.392405063291139	0.2673792694	0.2894872111	0.3425926154	0.2431671622	0.197745325	0.1748439905
Rhox3f	0.53	0.391095066185319	0.1262345711	0.1199967875	0.1607772063	0.1150189696	0.1252554468	0.1510952348
Rhox4f	0.573943661971831	0.547517730496454	0.1507936405	0.2065125048	0.08566522195	0.1533692182	0.1235214146	0.09389138276
Rhox3g	0.498661909009813	0.143904674610449	0.1247807971	0.1723154167	0.1383872681	0.1377603781	0.1348848406	0.06353754054
Rhox2g	0.492086330935252	0.440046565774156	0.1174779848	0.2353182182	0.2758760088	0.261369471	0.2948322121	0.2559001
Rhox4g	0.518341307814992	0.33956043956044	0.2376486444	0.1503686125	0.2130994419	0.1696731277	0.1270229783	0.09914488421
Rhox3h	0.425503355704698	0.650777202072539	0.1526313591	0.1411993326	0.1612022784	0.155144025	0.1457797	0.132406295
Rhox2h	0.504621072088725	0.372037914691943	0.1968864231	0.2962656529	0.1557562188	0.1374160419	0.2780663848	0.08007645333
Rhox6	0.516717325227964	0.144508670520231	0.02563162727	0.03357191563	0.04356725882	0.04087076786	0.03212488596	0.04160325172
Rhox7a	0.432444250109314	0.393505778756192	0.07691005772	0.08443869863	0.1283242839	0.04265606911	0.0355664935	0.0364379137
Rhox8	0.391515151515152	0.618711385701677	0.1529392971	0.0349456	0.2579487667	0.07518518667	0.07359307813	0.1216699375
Rhox7b	0.45705361790734	0.420735382760699	0.09589376121	0.09670377727	0.1076114321	0.06378534019	0.04092358974	0.02627330345
Rhox9	0.33003300330033	0.211785297549592	0.01467011957	0.02109403571	0.0517045375	0.04347962963	0.02536712	0.03657367333
Btg1b	0.918539325842697	0.960750853242321	0.490741184	0.2435812846	0.3663750038	0.5564885542	0.3559691	0.2152849636
Btg1c	0.90146750524109	0.966640806826998	0.5075041158	0.16178841	0.4798747487	0.5387301179	0.5274881658	0.2242027208
Rhox10	0.909615384615385	0.362979031091829	0.3567063945	0.3624612966	0.4839318356	0.4433038123	0.4750556268	0.1906675333
Rhox11	0.381761978361669	0.430666666666667	0.1021629859	0.06431657297	0.07439595333	0.07685477143	0.07316018182	0.02046743667
Rhox12	0.778216704288939	0.588491295938104	0.5259774487	0.1353151839	0.45603322	0.3749288181	0.3744204013	0.224580725
Rhox13	0.923731951129211	0.269669494004095	0.4381621081	0.243473864	0.4885905593	0.4266116908	0.4251987049	0.1958057548
Zbtb33	0.49812030075188	0.46411889596603	0.2623755868	0.09780546207	0.3090106663	0.3396129732	0.2482814988	0.07701908571
Tmem255a	0.551920641620937	0.696016582552271	0.2573033405	0.2671240947	0.2895665499	0.2406989153	0.2554607214	0.111892488
Atp1b4	0.416405978449774	0.773422090729783	0.1907351951	0.1305707417	0.1175694429	0.1890354939	0.1634987232	0.075881075
Lamp2	0.749570790889321	0.7623	0.4354236871	0.3003947468	0.3634071172	0.4096260722	0.3633308766	0.1785963766
Cul4b	0.616033755274262	0.660152151101784	0.4111038748	0.213754829	0.3468571799	0.3198087536	0.2757336389	0.1687604179
Mcts1	0.66637706342311	0.621820615796519	0.3704976959	0.2979704242	0.3213727307	0.2530648015	0.2923261171	0.08492257895
C1galt1c1	0.750769230769231	0.614208633093525	0.3506905929	0.1448851833	0.2457265	0.273058451	0.1593998063	0.0845704625
6030498E09Rik	0.520627656096764	0.785530237962916	0.2559419268	0.2422459088	0.2899657483	0.2845707966	0.2408027771	0.1611914246
Cypt14	0.368932038834951	0.978571428571429	0.0630252	0.29567325	0	0.2333334	0.3047618333	0.1190476667
Gria3	0.438994559487158	0.870034104525763	0.2546935928	0.2613091391	0.2537137749	0.2509439036	0.2150964587	0.1289586632
Thoc2	0.741709685886779	0.73508668821628	0.4191616361	0.2731704165	0.4333772286	0.4064840186	0.3555609835	0.1828270869
Xiap	0.671787709497207	0.788003193066484	0.3396842148	0.2484734153	0.3503429017	0.3276669631	0.2395675523	0.0920296093
Stag2	0.750441078055606	0.742402315484805	0.4304303941	0.3315745283	0.5003389225	0.4396973367	0.3992340756	0.1614478619
Tex13c2	0.378057820607858	0.047208352246936	0.1172745681	0.04777249565	0.0293148913	0.03113812128	0.07970227959	0.02198668571
Sh2d1a	0.404660321627831	0.735466536394724	0.1646777848	0.2021561436	0.1184823295	0.1232965688	0.1588789275	0.08422286769
